"nExp","cDis","nDis","cBar","nBar","cCar","nCar","dSet","nMes","mes","dia","hora","torn","causa","morts","lesLl","lesGr","vict","vehi","UTMX","UTMY","long","lat","nPos","dTVehImp","sexe","edat","dTPers","dLlAtrVia","dMotDesVia","dMotDespCon","dVict","accbici"
"2022S002920    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Diagonal / Selva de Mar                           ","Dissabte",5,"Maig",14,21,"Tarda","No és causa del  vianant",0,1,0,1,2,433985.17,4584651.81,2.20903464026112,41.408859134272,"0046X0046X","Bicicleta","Home",19,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S002930    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda / Guipúscoa                           ","Dilluns",5,"Maig",16,10,"Matí","No és causa del  vianant",0,1,0,1,2,432792.64,4585292.45,2.19469661685307,41.4145302763811,"0201 0201","Bicicleta","Home",32,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S002955    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",271100,"Pujades                                           ","Dilluns",5,"Maig",16,19,"Tarda","No és causa del  vianant",0,1,0,1,2,432153.89,4582792.3,2.18733478620154,41.3919584360772,"0005 0005","Bicicleta","Home",22,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S002965    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",222501,"Tuset / Moià                                      ","Dimarts",5,"Maig",17,8,"Matí","No és causa del  vianant",0,1,0,1,2,429231.61,4583231.79,2.15233214839056,41.3956647182676,"0001 0001","Bicicleta","Dona",37,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S002976    ",3,"Sants-Montjuïc",17,"Sants - Badal",312400,"Sants                                             ","Dimarts",5,"Maig",17,19,"Tarda","No és causa del  vianant",0,1,0,1,1,427254.47,4581029.02,2.12894857018398,41.3756486765712,"0295 0297","Bicicleta","Dona",20,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S002984    ",2,"Eixample",6,"la Sagrada Família",268003,"Sagrada Família                                   ","Dimarts",5,"Maig",17,19,"Tarda","No és causa del  vianant",0,1,0,1,2,430915.08,4584036.08,2.17237619981123,41.4030552169949,"0407 0407","Bicicleta","Dona",32,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S002986    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó / Casanova                                  ","Dimarts",5,"Maig",17,20,"Tarda","No és causa del  vianant",0,1,0,1,2,429640.11,4582207.73,2.15733725045577,41.3864772361361,"0170 0170","Bicicleta","Home",38,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S002997    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel                                         ","Dimecres",5,"Maig",18,14,"Tarda","No és causa del  vianant",0,1,0,1,2,430775.46,4580888.69,2.17106602090313,41.3746956208317,"0055 0055","Bicicleta","Dona",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S003010    ",1,"Ciutat Vella",3,"la Barceloneta",700654,"Litoral                                           ","Dimecres",5,"Maig",18,5,"Nit","No és causa del  vianant",0,1,0,1,1,432795.35,4582156.27,2.19507750494571,41.3862837801459,"0012 0014","Bicicleta","Dona",19,"Vianant","A la vorera / Andana                                                                                                                                  ","En missió","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S003015    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença                                          ","Dijous",5,"Maig",19,15,"Tarda","No és causa del  vianant",0,1,0,1,2,430539.73,4583639.73,2.16793166115397,41.3994530540566,"0362 0364","Bicicleta","Home",38,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S003032    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",285002,"Sabino Arana                                      ","Divendres",5,"Maig",20,11,"Matí","No és causa del  vianant",0,1,0,1,2,426823.61,4582251.97,2.12364890682019,41.386624194719,"0060 0060","Bicicleta","Home",12,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S003063    ",9,"Sant Andreu",61,"la Sagrera",209900,"Meridiana                                         ","Divendres",5,"Maig",20,21,"Tarda","No és causa del  vianant",0,1,0,1,1,432060.58,4586656.8,2.18578449247777,41.4267569252748,"0342 0342","Bicicleta","Dona",9,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S003073    ",1,"Ciutat Vella",2,"el Barri Gòtic",256106,"Pi / Sant Josep Oriol                             ","Dijous",3,"Març",31,6,"Matí","No és causa del  vianant",0,1,0,1,2,431021.23,4581741.84,2.17390753824524,41.3824008230056,"0006 0006","Bicicleta","Dona",47,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S003082    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Alí Bei                               ","Diumenge",5,"Maig",22,13,"Matí","Desobeir el senyal del semàfor",0,3,0,3,1,431462.4,4582829.69,2.17906010926587,41.392236514404,"0007 0007","Bicicleta","Dona",78,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S003082    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Alí Bei                               ","Diumenge",5,"Maig",22,13,"Matí","Desobeir el senyal del semàfor",0,3,0,3,1,431462.4,4582829.69,2.17906010926587,41.392236514404,"0007 0007","Bicicleta","Home",84,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S003082    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Alí Bei                               ","Diumenge",5,"Maig",22,13,"Matí","Desobeir el senyal del semàfor",0,3,0,3,1,431462.4,4582829.69,2.17906010926587,41.392236514404,"0007 0007","Bicicleta","Home",33,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S003096    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",81909,"Cobalt                                            ","Dilluns",5,"Maig",23,4,"Nit","No és causa del  vianant",0,1,0,1,1,428064.67,4578690.99,2.13891384368276,41.3546637397129,"0022 0022","Bicicleta","Home",49,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
